yourlist:M20190125216DA2B77BFBD2E6699CA9B6D1C41EB203BCDBR	Entry	Entry name	Status	Protein names	Gene names	Organism	Proteomes
A0R1V9	A0R1V9	AHPC_MYCS2	reviewed	Alkyl hydroperoxide reductase C (EC 1.11.1.15) (Peroxiredoxin) (Thioredoxin peroxidase)	MSMEG_4891 MSMEI_4766	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R1W1	A0R1W1	A0R1W1_MYCS2	unreviewed	Putative neutral zinc metallopeptidase	MSMEG_4893	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R1W4	A0R1W4	A0R1W4_MYCS2	unreviewed	Non-ribosomal peptide synthetase	MSMEG_4896	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GD46	I7GD46	I7GD46_MYCS2	unreviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	MSMEI_4773	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1W8	A0R1W8	RNPH_MYCS2	reviewed	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph MSMEG_4901 MSMEI_4774	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FR29	I7FR29	I7FR29_MYCS2	unreviewed	Beta-lactamase-like protein (EC 3.1.6.1)	MSMEI_4775	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1X0	A0R1X0	MURI_MYCS2	reviewed	Glutamate racemase (EC 5.1.1.3)	murI MSMEG_4903 MSMEI_4776	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GD49	I7GD49	I7GD49_MYCS2	unreviewed	Cysteine synthase B (EC 2.5.1.47)	MSMEI_4778	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1X3	A0R1X3	A0R1X3_MYCS2	unreviewed	ThiS family protein	MSMEG_4906	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FR33	I7FR33	I7FR33_MYCS2	unreviewed	Mov34/MPN/PAD-1	MSMEI_4780	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEC8	I7GEC8	I7GEC8_MYCS2	unreviewed	Peptidase S58 DmpA	MSMEI_4781	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIM9	I7FIM9	I7FIM9_MYCS2	unreviewed	Putative transcriptional regulatory protein	MSMEI_4782	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GD53	I7GD53	I7GD53_MYCS2	unreviewed	ATP-dependent Clp protease adapter protein ClpS	clpS MSMEI_4783	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6B0	I7G6B0	I7G6B0_MYCS2	unreviewed	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	MSMEI_4784	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FR39	I7FR39	I7FR39_MYCS2	unreviewed	Putative ATP-dependent DNA helicase	MSMEI_4785	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1Y0	A0R1Y0	A0R1Y0_MYCS2	unreviewed	LpqM protein	MSMEG_4913	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R1Y1	A0R1Y1	VGB_MYCS2	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb MSMEG_4914 MSMEI_4787	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GD56	I7GD56	I7GD56_MYCS2	unreviewed	Glycogen phosphorylase (EC 2.4.1.1)	MSMEI_4788	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1Y4	A0R1Y4	GLGB_MYCS2	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Glycogen-branching enzyme) (BE)	glgB MSMEG_4918 MSMEI_4790	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GED5	I7GED5	I7GED5_MYCS2	unreviewed	Thioredoxin	MSMEI_4791	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIN9	I7FIN9	I7FIN9_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4792	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1Y7	A0R1Y7	FADA4_MYCS2	reviewed	Probable acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	MSMEG_4920 MSMEI_4793	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G6C1	I7G6C1	I7G6C1_MYCS2	unreviewed	Methylmalonyl CoA epimerase (EC 5.1.99.1)	MSMEI_4794	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FR48	I7FR48	I7FR48_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4795	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1Z0	A0R1Z0	NUCS_MYCS2	reviewed	Endonuclease NucS (EC 3.1.-.-)	nucS MSMEG_4923 MSMEI_4796	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FIP5	I7FIP5	I7FIP5_MYCS2	unreviewed	Adenylate cyclase (EC 4.6.1.1)	MSMEI_4797	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIQ1	I7FIQ1	I7FIQ1_MYCS2	unreviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA MSMEI_4805	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GD68	I7GD68	I7GD68_MYCS2	unreviewed	ATP:cob(I)alamin adenosyltransferase (EC 4.2.1.28)	MSMEI_4806	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R1Z8	A0R1Z8	A0R1Z8_MYCS2	unreviewed	Uncharacterized protein	MSMEG_4933	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R1Z9	A0R1Z9	ATPE_MYCS2	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC MSMEG_4935 MSMEI_4808	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R200	A0R200	ATPB_MYCS2	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD MSMEG_4936 MSMEI_4809	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R201	A0R201	ATPG_MYCS2	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG MSMEG_4937 MSMEI_4810	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R202	A0R202	ATPA_MYCS2	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA MSMEG_4938 MSMEI_4811	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R203	A0R203	ATPFD_MYCS2	reviewed	ATP synthase subunit b-delta [Includes: ATP synthase subunit b (ATP synthase F(0) sector subunit b 2) (ATPase subunit I 2) (F-type ATPase subunit b 2) (F-ATPase subunit b 2); ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)]	atpFH atpF atpH MSMEG_4939 MSMEI_4812	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R204	A0R204	ATPF_MYCS2	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF MSMEG_4940 MSMEI_4813	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R206	A0R206	A0R206_MYCS2	unreviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB MSMEG_4942	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FIS1	I7FIS1	I7FIS1_MYCS2	unreviewed	SUA5/YciO/YrdC/YwlC	MSMEI_4820	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R213	A0R213	PRMC_MYCS2	reviewed	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC MSMEG_4949 MSMEI_4821	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G6E7	I7G6E7	I7G6E7_MYCS2	unreviewed	Peptide chain release factor 1 (RF-1)	prfA MSMEI_4822	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R215	A0R215	RL31_MYCS2	reviewed	50S ribosomal protein L31	rpmE MSMEG_4951 MSMEI_4823	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R217	A0R217	A0R217_MYCS2	unreviewed	Putative transcriptional regulator	MSMEG_4953	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R218	A0R218	A0R218_MYCS2	unreviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho MSMEG_4954	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R219	A0R219	KHSE_MYCS2	reviewed	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB MSMEG_4955 MSMEI_4828	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R220	A0R220	THRC_MYCS2	reviewed	Threonine synthase (TS) (EC 4.2.3.1)	thrC MSMEG_4956 MSMEI_4829	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FIT2	I7FIT2	I7FIT2_MYCS2	unreviewed	Homoserine dehydrogenase (EC 1.1.1.3)	MSMEI_4830	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIU0	I7FIU0	I7FIU0_MYCS2	unreviewed	Monooxygenase FAD-binding protein	MSMEI_4836	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FR83	I7FR83	I7FR83_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4839	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R230	A0R230	A0R230_MYCS2	unreviewed	Uncharacterized protein	MSMEG_4967	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R231	A0R231	A0R231_MYCS2	unreviewed	Two-component system sensor kinase	MSMEG_4968	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GD86	I7GD86	I7GD86_MYCS2	unreviewed	Putative two-component system response regulator, LuxR family	MSMEI_4842	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6G6	I7G6G6	I7G6G6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4843	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FR86	I7FR86	I7FR86_MYCS2	unreviewed	2-nitropropane dioxygenase, NPD	MSMEI_4844	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GD87	I7GD87	I7GD87_MYCS2	unreviewed	Transcriptional regulator, BadM/Rrf2 family	MSMEI_4847	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6H0	I7G6H0	I7G6H0_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein	MSMEI_4848	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FR90	I7FR90	I7FR90_MYCS2	unreviewed	Isochorismatase hydrolase	MSMEI_4849	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEG7	I7GEG7	I7GEG7_MYCS2	unreviewed	Monophosphatase CysQ	MSMEI_4850	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIV7	I7FIV7	I7FIV7_MYCS2	unreviewed	Multifunctional fusion protein [Includes: Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)]	cysC cysN MSMEI_4851	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GD91	I7GD91	I7GD91_MYCS2	unreviewed	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD MSMEI_4852	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6I0	I7G6I0	I7G6I0_MYCS2	unreviewed	Carbonic anhydrase (EC 4.2.1.1)	MSMEI_4858	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FR97	I7FR97	I7FR97_MYCS2	unreviewed	Glycosyl transferase family 39	MSMEI_4859	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GD95	I7GD95	I7GD95_MYCS2	unreviewed	Two-component sensor kinase TcrY (EC 2.7.13.3)	MSMEI_4862	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6I5	I7G6I5	I7G6I5_MYCS2	unreviewed	Two component system response regulator	MSMEI_4863	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6I8	I7G6I8	I7G6I8_MYCS2	unreviewed	Oligopeptide-transport integral membrane protein ABC transporter OppB	MSMEI_4868	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEI2	I7GEI2	I7GEI2_MYCS2	unreviewed	Oligopeptide/dipeptide ABC transporter	MSMEI_4870	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIX9	I7FIX9	I7FIX9_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4871	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R262	A0R262	A0R262_MYCS2	unreviewed	Hydrolase, alpha/beta fold family protein	MSMEG_4998	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FIY5	I7FIY5	I7FIY5_MYCS2	unreviewed	Conserved hydrolase	MSMEI_4876	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GDA7	I7GDA7	I7GDA7_MYCS2	unreviewed	DNA repair exonuclease SbcD	MSMEI_4877	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R268	A0R268	A0R268_MYCS2	unreviewed	Phosphohistidine phosphatase	MSMEG_5006	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FRB3	I7FRB3	I7FRB3_MYCS2	unreviewed	Lipoprotein LprC	MSMEI_4879	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIY9	I7FIY9	I7FIY9_MYCS2	unreviewed	Transmembrane ATP-binding protein ABC transporter	MSMEI_4881	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R272	A0R272	A0R272_MYCS2	unreviewed	ABC transporter	MSMEG_5009	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G6K2	I7G6K2	I7G6K2_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4883	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEJ1	I7GEJ1	I7GEJ1_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4885	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FIZ3	I7FIZ3	I7FIZ3_MYCS2	unreviewed	Heavy metal translocating P-type ATPase (EC 3.6.3.4)	MSMEI_4886	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GDB6	I7GDB6	I7GDB6_MYCS2	unreviewed	Secreted protein	MSMEI_4887	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6K6	I7G6K6	I7G6K6_MYCS2	unreviewed	Heavy metal transport/detoxification protein	MSMEI_4888	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R280	A0R280	A0R280_MYCS2	unreviewed	Lipoprotein	MSMEG_5017	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GEJ3	I7GEJ3	I7GEJ3_MYCS2	unreviewed	Adenylate/guanylate cyclase (EC 4.6.1.1)	MSMEI_4890	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GDB9	I7GDB9	I7GDB9_MYCS2	unreviewed	Acetoin reductase	MSMEI_4892	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6L0	I7G6L0	I7G6L0_MYCS2	unreviewed	Alcohol dehydrogenase GroES domain protein	MSMEI_4893	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FRC6	I7FRC6	I7FRC6_MYCS2	unreviewed	Flavoprotein involved in K+ transport-like protein (EC 1.14.13.8)	MSMEI_4894	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEJ6	I7GEJ6	I7GEJ6_MYCS2	unreviewed	Polysaccharide deacetylase (EC 3.5.1.41)	MSMEI_4895	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ04	I7FJ04	I7FJ04_MYCS2	unreviewed	T/U mismatch-specific DNA glycosylase	MSMEI_4896	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FRD2	I7FRD2	I7FRD2_MYCS2	unreviewed	Glyoxalase/bleomycin resistance protein/dioxygenase (EC 4.4.1.5)	MSMEI_4899	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEJ9	I7GEJ9	I7GEJ9_MYCS2	unreviewed	Histidine triad (HIT) protein (EC 3.6.1.17)	MSMEI_4900	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ10	I7FJ10	I7FJ10_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4901	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GDC7	I7GDC7	I7GDC7_MYCS2	unreviewed	Luciferase-like monooxygenase	MSMEI_4902	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6L7	I7G6L7	I7G6L7_MYCS2	unreviewed	Uracil DNA glycosylase	MSMEI_4903	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FRG0	I7FRG0	I7FRG0_MYCS2	unreviewed	Putative glycolate oxidase FAD-linked subunit (EC 1.1.2.4)	MSMEI_4909	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ56	I7FJ56	I7FJ56_MYCS2	unreviewed	Cytochrome P450 CYP130	cyp130 MSMEI_4911	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEM9	I7GEM9	I7GEM9_MYCS2	unreviewed	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)	deaD MSMEI_4915	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R2A5	A0R2A5	A0R2A5_MYCS2	unreviewed	LprE protein	MSMEG_5043	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GDF3	I7GDF3	I7GDF3_MYCS2	unreviewed	Uncharacterized protein	MSMEI_4917	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ73	I7FJ73	I7FJ73_MYCS2	unreviewed	Putative membrane protein	MSMEI_4921	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R2B1	A0R2B1	KGD_MYCS2	reviewed	Multifunctional 2-oxoglutarate metabolism enzyme (2-hydroxy-3-oxoadipate synthase) (HOA synthase) (HOAS) (EC 2.2.1.5) (2-oxoglutarate carboxy-lyase) (2-oxoglutarate decarboxylase) (Alpha-ketoglutarate decarboxylase) (KG decarboxylase) (KGD) (EC 4.1.1.71) (Alpha-ketoglutarate-glyoxylate carboligase) [Includes: 2-oxoglutarate dehydrogenase E1 component (ODH E1 component) (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase E1 component) (KDH E1 component); Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex E2 component) (ODH E2 component) (OGDC-E2) (Dihydrolipoamide succinyltransferase)]	kgd sucA MSMEG_5049 MSMEI_4922	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G6R4	I7G6R4	I7G6R4_MYCS2	unreviewed	Major facilitator superfamily MFS_1	MSMEI_4923	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FRI0	I7FRI0	I7FRI0_MYCS2	unreviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map MSMEI_4924	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ79	I7FJ79	I7FJ79_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_4926	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GDF8	I7GDF8	I7GDF8_MYCS2	unreviewed	Substrate-binding region of ABC-type glycine betaine transport system	lpqZ MSMEI_4927	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FRI4	I7FRI4	I7FRI4_MYCS2	unreviewed	Magnesium transport protein CorA	corA MSMEI_4929	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GEP0	I7GEP0	I7GEP0_MYCS2	unreviewed	Conserved hypothetical membrane protein	MSMEI_4930	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ82	I7FJ82	I7FJ82_MYCS2	unreviewed	Sugar-transport ATP-binding protein ABC transporter sugC (EC 3.6.3.25)	sugC MSMEI_4931	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GDG1	I7GDG1	I7GDG1_MYCS2	unreviewed	Sugar-transport integral membrane protein ABC transporter SugB	sugB MSMEI_4932	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G6S2	I7G6S2	I7G6S2_MYCS2	unreviewed	ABC sugar transporter, permease component	sugA MSMEI_4933	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R2C3	A0R2C3	A0R2C3_MYCS2	unreviewed	Bacterial extracellular solute-binding protein	MSMEG_5061	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R2C6	A0R2C6	A0R2C6_MYCS2	unreviewed	Malyl-CoA lyase	MSMEG_5064	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G6S6	I7G6S6	I7G6S6_MYCS2	unreviewed	Mg/Co/Ni transporter MgtE (Contains CBS domain) (Mg/Co/Ni transporter MgtE (Contains CBS domain) intracellular)	MSMEI_4938	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FJ93	I7FJ93	I7FJ93_MYCS2	unreviewed	Iron-sulfur cluster carrier protein	mrp MSMEI_4941	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R2D1	A0R2D1	TATB_MYCS2	reviewed	Sec-independent protein translocase protein TatB	tatB MSMEG_5069 MSMEI_4942	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G6S8	I7G6S8	I7G6S8_MYCS2	unreviewed	Serine protease htrA	htrA MSMEI_4943	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R2D3	A0R2D3	RSEA_MYCS2	reviewed	Anti-sigma-E factor RseA (Regulator of SigE) (Sigma-E anti-sigma factor RseA)	rseA MSMEG_5071 MSMEI_4944	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R2D4	A0R2D4	SIGE_MYCS2	reviewed	ECF RNA polymerase sigma factor SigE (ECF sigma factor SigE) (Alternative RNA polymerase sigma factor SigE) (RNA polymerase sigma-E factor) (Sigma-E factor)	sigE MSMEG_5072 MSMEI_4945	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R2D5	A0R2D5	Y5073_MYCS2	reviewed	Putative O-methyltransferase MSMEG_5073/MSMEI_4947 (EC 2.1.1.-)	MSMEG_5073 MSMEI_4947	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R2D6	A0R2D6	A0R2D6_MYCS2	unreviewed	Probable transcriptional regulatory protein	MSMEG_5074	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
